Id,Family,FamilyAuthor,Genus,Specie,SpecieAuthor,Subspecie,SubspecieAuthor,Variety,VarietyAuthor,CommonName,ScientificName,ConceptType,ConceptLevel,MainTaxon,
4672,Poaceae,Barnhart  nom. cons.,Elymus,confusus,(Roshev.) Tzvelev,,,,,,Elymus confusus,Gene Pool,Tertiary,Triticum aestivum
4673,Poaceae,Barnhart  nom. cons.,Elymus,cordilleranus,Davidse & R. W. Pohl,,,,,,Elymus cordilleranus,Gene Pool,Tertiary,Triticum aestivum
4674,Poaceae,Barnhart  nom. cons.,Elymus,curvatus,Piper,,,,,,Elymus curvatus,Gene Pool,Tertiary,Triticum aestivum
4675,Poaceae,Barnhart  nom. cons.,Elymus,dahuricus,Turcz. ex Griseb.,,,,,,Elymus dahuricus,Gene Pool,Tertiary,Triticum aestivum
6479,Poaceae,,Elymus,dahuricus,Turcz. ex Griseb.,dahuricus,,,,,Elymus dahuricus subsp. dahuricus,Gene Pool,Tertiary,Triticum aestivum
6480,Poaceae,,Elymus,dahuricus,Turcz. ex Griseb.,excelsus,(Turcz. ex Griseb.) Tzvelev,,,,Elymus dahuricus subsp. excelsus,Gene Pool,Tertiary,Triticum aestivum
4676,Poaceae,Barnhart  nom. cons.,Elymus,dentatus,(Hook. f.) Tzvelev,,,,,,Elymus dentatus,Gene Pool,Tertiary,Triticum aestivum
4677,Poaceae,Barnhart  nom. cons.,Elymus,donianus,(F. B. White) Á. Löve & D. Löve,,,,,,Elymus donianus,Gene Pool,Tertiary,Triticum aestivum
4678,Poaceae,Barnhart  nom. cons.,Elymus,drobovii,(Nevski) Tzvelev,,,,,,Elymus drobovii,Gene Pool,Tertiary,Triticum aestivum
4679,Poaceae,Barnhart  nom. cons.,Elymus,durus,(Keng) S. L. Chen,,,,,,Elymus durus,Gene Pool,Tertiary,Triticum aestivum
4680,Poaceae,Barnhart  nom. cons.,Elymus,elymoides,(Raf.) Swezey,,,,,,Elymus elymoides,Gene Pool,Tertiary,Triticum aestivum
6481,Poaceae,,Elymus,elymoides,(Raf.) Swezey,brevifolius,(J. G. Sm.) Barkworth,,,,Elymus elymoides subsp. brevifolius,Gene Pool,Tertiary,Triticum aestivum
6482,Poaceae,,Elymus,elymoides,(Raf.) Swezey,californicus,(J. G. Sm.) Barkworth,,,,Elymus elymoides subsp. californicus,Gene Pool,Tertiary,Triticum aestivum
6483,Poaceae,,Elymus,elymoides,(Raf.) Swezey,elymoides,,,,,Elymus elymoides subsp. elymoides,Gene Pool,Tertiary,Triticum aestivum
6484,Poaceae,,Elymus,elymoides,(Raf.) Swezey,hordeoides,(Suksd.) Barkworth,,,,Elymus elymoides subsp. hordeoides,Gene Pool,Tertiary,Triticum aestivum
4681,Poaceae,Barnhart  nom. cons.,Elymus,fedtschenkoi,Tzvelev,,,,,,Elymus fedtschenkoi,Gene Pool,Tertiary,Triticum aestivum
4682,Poaceae,Barnhart  nom. cons.,Elymus,fibrosus,(Schrenk) Tzvelev,,,,,,Elymus fibrosus,Gene Pool,Tertiary,Triticum aestivum
6485,Poaceae,,Elymus,fibrosus,(Schrenk) Tzvelev,fibrosus,,,,,Elymus fibrosus subsp. fibrosus,Gene Pool,Tertiary,Triticum aestivum
6486,Poaceae,,,fibrosus,(Schrenk) Tzvelev,subfibrosus,(Tzvelev) Tzvelev,,,,fibrosus subsp. subfibrosus,Gene Pool,Tertiary,Triticum aestivum
4683,Poaceae,Barnhart  nom. cons.,Elymus,glabriflorus,(Vasey ex L. H. Dewey) Scribn. & C. R. Ball,,,,,,Elymus glabriflorus,Gene Pool,Tertiary,Triticum aestivum
6487,Poaceae,,Elymus,glabriflorus,(Vasey ex L. H. Dewey) Scribn. & C. R. Ball,,,australis,(Scribn. & C. R. Ball) J. J. N. Campb.,,Elymus glabriflorus var. australis,Gene Pool,Tertiary,Triticum aestivum
6488,Poaceae,,Elymus,glabriflorus,(Vasey ex L. H. Dewey) Scribn. & C. R. Ball,,,glabriflorus,,,Elymus glabriflorus var. glabriflorus,Gene Pool,Tertiary,Triticum aestivum
4684,Poaceae,Barnhart  nom. cons.,Elymus,glaucissimus,(Popov) Tzvelev,,,,,,Elymus glaucissimus,Gene Pool,Tertiary,Triticum aestivum
4685,Poaceae,Barnhart  nom. cons.,Elymus,glaucus,Buckley,,,,,,Elymus glaucus,Gene Pool,Tertiary,Triticum aestivum
6530,Poaceae,,Elymus,glaucus,Buckley,glaucus,,,,,Elymus glaucus subsp. glaucus,Gene Pool,Tertiary,Triticum aestivum
6531,Poaceae,,Elymus,glaucus,Buckley,mackenziei,(Bush) J. J. N. Campb.,,,,Elymus glaucus subsp. mackenziei,Gene Pool,Tertiary,Triticum aestivum
6532,Poaceae,,Elymus,glaucus,Buckley,virescens,(Piper) Gould,,,,Elymus glaucus subsp. virescens,Gene Pool,Tertiary,Triticum aestivum
4686,Poaceae,Barnhart  nom. cons.,Elymus,gmelinii,(Trin.) Tzvelev,,,,,,Elymus gmelinii,Gene Pool,Tertiary,Triticum aestivum
6489,Poaceae,,Elymus,gmelinii,(Trin.) Tzvelev,,,gmelinii,,,Elymus gmelinii var. gmelinii,Gene Pool,Tertiary,Triticum aestivum
6490,Poaceae,,Elymus,gmelinii,(Trin.) Tzvelev,,,macratherus,,,Elymus gmelinii var. macratherus,Gene Pool,Tertiary,Triticum aestivum
4687,Poaceae,Barnhart  nom. cons.,Elymus,himalayanus,(Nevski) Tzvelev,,,,,,Elymus himalayanus,Gene Pool,Tertiary,Triticum aestivum
4688,Poaceae,Barnhart  nom. cons.,Elymus,hirsutus,J. Presl,,,,,,Elymus hirsutus,Gene Pool,Tertiary,Triticum aestivum
